SKU,BRAND,IME PRODUKTA,KATEGORIJA,PODKATEGORIJA,PODPODKATEGORIJA,KRATEK OPIS,DOLGI OPIS,CENA,SLIKE,URL
7361080,Teufelberger,"VRV Firefly 11,1 mm oranžna, 35 m",VRVI,DINAMIČNE VRVI,,"Firefly 11,1 mm oranžna, 1× Slaice, 35 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi FLY</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        FLY odlikuje idealno uravnotežena konstrukcija, sestavljena iz poliestrskega opleta
        in poliamidne sredice. Vrv je zasnovana tako, da ostane čvrsta in okrogla,
        kar bistveno zmanjša možnost zasteklitve, do katere lahko pride,
        ko se vrv splošči v kovinski opremi.
    </p>

    <p>
        Kljub temu vrv ostaja dovolj prožna, da omogoča dobro vezljivost
        ter zanesljivo držanje vozlov.
    </p>

</body>
</html>","218,38",	https://shop-vertical.teufelberger.com/product/image/mediumlarge/7361080_1.jpg,
7361082,Teufelberger,"VRV Firefly 11,1 mm oranžna, 45 m",VRVI,DINAMIČNE VRVI,,"Firefly 11,1 mm oranžna, 1× Slaice, 45 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi FLY</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        FLY odlikuje idealno uravnotežena konstrukcija, sestavljena iz poliestrskega opleta
        in poliamidne sredice. Vrv je zasnovana tako, da ostane čvrsta in okrogla,
        kar bistveno zmanjša možnost zasteklitve, do katere lahko pride,
        ko se vrv splošči v kovinski opremi.
    </p>

    <p>
        Kljub temu vrv ostaja dovolj prožna, da omogoča dobro vezljivost
        ter zanesljivo držanje vozlov.
    </p>

</body>
</html>","269,62",	https://shop-vertical.teufelberger.com/product/image/mediumlarge/7361080_1.jpg,
7361084,Teufelberger,"VRV Firefly 11,1 mm oranžna, 60 m",VRVI,DINAMIČNE VRVI,,"Firefly 11,1 mm oranžna, 1× Slaice, 60 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi FLY</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        FLY odlikuje idealno uravnotežena konstrukcija, sestavljena iz poliestrskega opleta
        in poliamidne sredice. Vrv je zasnovana tako, da ostane čvrsta in okrogla,
        kar bistveno zmanjša možnost zasteklitve, do katere lahko pride,
        ko se vrv splošči v kovinski opremi.
    </p>

    <p>
        Kljub temu vrv ostaja dovolj prožna, da omogoča dobro vezljivost
        ter zanesljivo držanje vozlov.
    </p>

</body>
</html>","342,82",	https://shop-vertical.teufelberger.com/product/image/mediumlarge/7361080_1.jpg,
7361074,Teufelberger,"VRV Dragonfly 11,1 mm zelena, 35 m",VRVI,DINAMIČNE VRVI,,"Dragonfly 11,1 mm zelena, 1× Slaice, 35 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi FLY</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        FLY odlikuje idealno uravnotežena konstrukcija, sestavljena iz poliestrskega opleta
        in poliamidne sredice. Vrv je zasnovana tako, da ostane čvrsta in okrogla,
        kar bistveno zmanjša možnost zasteklitve, do katere lahko pride,
        ko se vrv splošči v kovinski opremi.
    </p>

    <p>
        Kljub temu vrv ostaja dovolj prožna, da omogoča dobro vezljivost
        ter zanesljivo držanje vozlov.
    </p>

</body>
</html>","218,38",https://shop-vertical.teufelberger.com/product/image/large/7361074_1.jpg,
7361078,Teufelberger,"VRV Dragonfly 11,1 mm zelena, 45 m",VRVI,DINAMIČNE VRVI,,"Dragonfly 11,1 mm zelena, 1× Slaice, 45 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi FLY</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        FLY odlikuje idealno uravnotežena konstrukcija, sestavljena iz poliestrskega opleta
        in poliamidne sredice. Vrv je zasnovana tako, da ostane čvrsta in okrogla,
        kar bistveno zmanjša možnost zasteklitve, do katere lahko pride,
        ko se vrv splošči v kovinski opremi.
    </p>

    <p>
        Kljub temu vrv ostaja dovolj prožna, da omogoča dobro vezljivost
        ter zanesljivo držanje vozlov.
    </p>

</body>
</html>","269,62",https://shop-vertical.teufelberger.com/product/image/large/7361074_1.jpg,
7361076,Teufelberger,"VRV Dragonfly 11,1 mm zelena, 60 m",VRVI,DINAMIČNE VRVI,,"Dragonfly 11,1 mm zelena, 1× Slaice, 60 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi FLY</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        FLY odlikuje idealno uravnotežena konstrukcija, sestavljena iz poliestrskega opleta
        in poliamidne sredice. Vrv je zasnovana tako, da ostane čvrsta in okrogla,
        kar bistveno zmanjša možnost zasteklitve, do katere lahko pride,
        ko se vrv splošči v kovinski opremi.
    </p>

    <p>
        Kljub temu vrv ostaja dovolj prožna, da omogoča dobro vezljivost
        ter zanesljivo držanje vozlov.
    </p>

</body>
</html>","342,82",https://shop-vertical.teufelberger.com/product/image/large/7361074_1.jpg,
7350118,Teufelberger,"VRV drenaLINE 11,8 mm, 500 m",VRVI,VRVI NA METER,,"drenaLINE 11,8 mm, škatla, 500 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi drenaLINE</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        Ena vrv – enaka učinkovitost! Ne glede na to, ali se uporablja v enojni
        ali dvojni konfiguraciji vrvi, ta vrv plezalcu omogoča popolno svobodo
        pri izbiri prave tehnike za posamezno nalogo.
    </p>

    <p>
        spLIFE zaključek vrvi drenaLINE deluje zanesljivo in brezhibno tako
        v enojnih kot tudi v dvojnih sistemih. Izjemno lahka konstrukcija in
        32-pramenski oplet omogočata izredno gladko in natančno gibanje
        med vzponi in spusti.
    </p>

    <p>
        Z vrvjo drenaLINE ste lahko vedno prepričani, da bo oprema, ki ste jo izbrali,
        delovala optimalno. Vrv je bila obsežno preizkušena v praksi z zelo širokim
        naborom opreme, v enojnih in dvojnih plezalnih tehnikah, s strani izkušenih
        arboristov po vsem svetu.
    </p>

</body>
</html>","3,84","https://shop-vertical.teufelberger.com/product/image/large/735014,https://shop-vertical.teufelberger.com/product/image/large/7350140_2.jpg0_1.jpg",
7350140,Teufelberger,"VRV drenaLINE 11,8 mm, 45 m",VRVI,DINAMIČNE VRVI,,"drenaLINE 11,8 mm, 1× spLIFE, 45 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi drenaLINE</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        Ena vrv – enaka učinkovitost! Ne glede na to, ali se uporablja v enojni
        ali dvojni konfiguraciji vrvi, ta vrv plezalcu omogoča popolno svobodo
        pri izbiri prave tehnike za posamezno nalogo.
    </p>

    <p>
        spLIFE zaključek vrvi drenaLINE deluje zanesljivo in brezhibno tako
        v enojnih kot tudi v dvojnih sistemih. Izjemno lahka konstrukcija in
        32-pramenski oplet omogočata izredno gladko in natančno gibanje
        med vzponi in spusti.
    </p>

    <p>
        Z vrvjo drenaLINE ste lahko vedno prepričani, da bo oprema, ki ste jo izbrali,
        delovala optimalno. Vrv je bila obsežno preizkušena v praksi z zelo širokim
        naborom opreme, v enojnih in dvojnih plezalnih tehnikah, s strani izkušenih
        arboristov po vsem svetu.
    </p>

</body>
</html>","214,72","https://shop-vertical.teufelberger.com/product/image/large/735014,https://shop-vertical.teufelberger.com/product/image/large/7350140_2.jpg0_1.jpg",
7350140,Teufelberger,"VRV drenaLINE 11,8 mm, 60 m",VRVI,DINAMIČNE VRVI,,"drenaLINE 11,8 mm, 1× spLIFE, 60 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi drenaLINE</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        Ena vrv – enaka učinkovitost! Ne glede na to, ali se uporablja v enojni
        ali dvojni konfiguraciji vrvi, ta vrv plezalcu omogoča popolno svobodo
        pri izbiri prave tehnike za posamezno nalogo.
    </p>

    <p>
        spLIFE zaključek vrvi drenaLINE deluje zanesljivo in brezhibno tako
        v enojnih kot tudi v dvojnih sistemih. Izjemno lahka konstrukcija in
        32-pramenski oplet omogočata izredno gladko in natančno gibanje
        med vzponi in spusti.
    </p>

    <p>
        Z vrvjo drenaLINE ste lahko vedno prepričani, da bo oprema, ki ste jo izbrali,
        delovala optimalno. Vrv je bila obsežno preizkušena v praksi z zelo širokim
        naborom opreme, v enojnih in dvojnih plezalnih tehnikah, s strani izkušenih
        arboristov po vsem svetu.
    </p>

</body>
</html>","284,26","https://shop-vertical.teufelberger.com/product/image/large/735014,https://shop-vertical.teufelberger.com/product/image/large/7350140_2.jpg0_1.jpg",
7350141,Teufelberger,"VRV drenaLINE 11,8 mm, 80 m",VRVI,DINAMIČNE VRVI,,"drenaLINE 11,8 mm, 1× spLIFE, 80 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi drenaLINE</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        Ena vrv – enaka učinkovitost! Ne glede na to, ali se uporablja v enojni
        ali dvojni konfiguraciji vrvi, ta vrv plezalcu omogoča popolno svobodo
        pri izbiri prave tehnike za posamezno nalogo.
    </p>

    <p>
        spLIFE zaključek vrvi drenaLINE deluje zanesljivo in brezhibno tako
        v enojnih kot tudi v dvojnih sistemih. Izjemno lahka konstrukcija in
        32-pramenski oplet omogočata izredno gladko in natančno gibanje
        med vzponi in spusti.
    </p>

    <p>
        Z vrvjo drenaLINE ste lahko vedno prepričani, da bo oprema, ki ste jo izbrali,
        delovala optimalno. Vrv je bila obsežno preizkušena v praksi z zelo širokim
        naborom opreme, v enojnih in dvojnih plezalnih tehnikah, s strani izkušenih
        arboristov po vsem svetu.
    </p>

</body>
</html>","373,32","https://shop-vertical.teufelberger.com/product/image/large/735014,https://shop-vertical.teufelberger.com/product/image/large/7350140_2.jpg0_1.jpg",
7361682-0001,Teufelberger,"VRV Xstatic 11,7 mm, 366 m",VRVI,VRVI NA METER,,"Xstatic 11,7mm, kolut, 366m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi Xstatic</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        Z vrvjo Xstatic je podjetje Teufelberger zasnovalo popolnoma statično vrv,
        posebej namenjeno plezanju s tehniko enojne vrvi (SRT).
        Posebna jedrno-plaščna (kernmantle) konstrukcija vrvi Xstatic zagotavlja
        visoko natezno trdnost ob minimalnem raztezku.
    </p>

    <p>
        Xstatic omogoča boljši nadzor pri gladkih in nadzorovanih spustih ter
        enostavno in tekoče spuščanje vrvi, tudi pri uporabi več preusmeritev.
    </p>

    <p>
        S to vrvjo lahko svojo energijo in znanje usmerite tja, kamor sodita –
        v učinkovito nego dreves, brez skrbi glede plezanja.
        Xstatic je odlična izbira tako za dostopno vrv v SRT tehniki
        kot tudi za delovno pozicioniranje.
    </p>

    <p>
        Vrv je bila uspešno preizkušena v praksi z vso pogosto uporabljano opremo,
        s strani izkušenih arboristov po vsem svetu.
    </p>

</body>
</html>","3,05","https://shop-vertical.teufelberger.com/product/image/large/7350408_1.jpg,https://shop-vertical.teufelberger.com/product/image/large/7350408_1.jpg,https://shop-vertical.teufelberger.com/product/image/large/7350408_1.jpg,        https://shop-vertical.teufelberger.com/product/image/large/7350408_7.jpg",
7361682-0002,Teufelberger,"VRV Xstatic 11,7 mm, 825 m",VRVI,VRVI NA METER,,"Xstatic 11,7mm, kolut, 825m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi Xstatic</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        Z vrvjo Xstatic je podjetje Teufelberger zasnovalo popolnoma statično vrv,
        posebej namenjeno plezanju s tehniko enojne vrvi (SRT).
        Posebna jedrno-plaščna (kernmantle) konstrukcija vrvi Xstatic zagotavlja
        visoko natezno trdnost ob minimalnem raztezku.
    </p>

    <p>
        Xstatic omogoča boljši nadzor pri gladkih in nadzorovanih spustih ter
        enostavno in tekoče spuščanje vrvi, tudi pri uporabi več preusmeritev.
    </p>

    <p>
        S to vrvjo lahko svojo energijo in znanje usmerite tja, kamor sodita –
        v učinkovito nego dreves, brez skrbi glede plezanja.
        Xstatic je odlična izbira tako za dostopno vrv v SRT tehniki
        kot tudi za delovno pozicioniranje.
    </p>

    <p>
        Vrv je bila uspešno preizkušena v praksi z vso pogosto uporabljano opremo,
        s strani izkušenih arboristov po vsem svetu.
    </p>

</body>
</html>","3,05","https://shop-vertical.teufelberger.com/product/image/large/7350408_1.jpg,https://shop-vertical.teufelberger.com/product/image/large/7350408_1.jpg,https://shop-vertical.teufelberger.com/product/image/large/7350408_1.jpg,        https://shop-vertical.teufelberger.com/product/image/large/7350408_7.jpg",
7350408,Teufelberger,"VRV Xstatic 11,7 mm, 45 m ",VRVI,STATIČNE VRVI,,"Xstatic 11,7mm, rezana, 45m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi Xstatic</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        Z vrvjo Xstatic je podjetje Teufelberger zasnovalo popolnoma statično vrv,
        posebej namenjeno plezanju s tehniko enojne vrvi (SRT).
        Posebna jedrno-plaščna (kernmantle) konstrukcija vrvi Xstatic zagotavlja
        visoko natezno trdnost ob minimalnem raztezku.
    </p>

    <p>
        Xstatic omogoča boljši nadzor pri gladkih in nadzorovanih spustih ter
        enostavno in tekoče spuščanje vrvi, tudi pri uporabi več preusmeritev.
    </p>

    <p>
        S to vrvjo lahko svojo energijo in znanje usmerite tja, kamor sodita –
        v učinkovito nego dreves, brez skrbi glede plezanja.
        Xstatic je odlična izbira tako za dostopno vrv v SRT tehniki
        kot tudi za delovno pozicioniranje.
    </p>

    <p>
        Vrv je bila uspešno preizkušena v praksi z vso pogosto uporabljano opremo,
        s strani izkušenih arboristov po vsem svetu.
    </p>

</body>
</html>","140,30","https://shop-vertical.teufelberger.com/product/image/large/7350408_1.jpg,https://shop-vertical.teufelberger.com/product/image/large/7350408_1.jpg,https://shop-vertical.teufelberger.com/product/image/large/7350408_1.jpg,        https://shop-vertical.teufelberger.com/product/image/large/7350408_7.jpg",
7350409,Teufelberger,"VRV Xstatic 11,7 mm, 60 m",VRVI,STATIČNE VRVI,,"Xstatic 11,7mm, rezana, 60m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi Xstatic</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        Z vrvjo Xstatic je podjetje Teufelberger zasnovalo popolnoma statično vrv,
        posebej namenjeno plezanju s tehniko enojne vrvi (SRT).
        Posebna jedrno-plaščna (kernmantle) konstrukcija vrvi Xstatic zagotavlja
        visoko natezno trdnost ob minimalnem raztezku.
    </p>

    <p>
        Xstatic omogoča boljši nadzor pri gladkih in nadzorovanih spustih ter
        enostavno in tekoče spuščanje vrvi, tudi pri uporabi več preusmeritev.
    </p>

    <p>
        S to vrvjo lahko svojo energijo in znanje usmerite tja, kamor sodita –
        v učinkovito nego dreves, brez skrbi glede plezanja.
        Xstatic je odlična izbira tako za dostopno vrv v SRT tehniki
        kot tudi za delovno pozicioniranje.
    </p>

    <p>
        Vrv je bila uspešno preizkušena v praksi z vso pogosto uporabljano opremo,
        s strani izkušenih arboristov po vsem svetu.
    </p>

</body>
</html>","183,00","https://shop-vertical.teufelberger.com/product/image/large/7350408_1.jpg,https://shop-vertical.teufelberger.com/product/image/large/7350408_1.jpg,https://shop-vertical.teufelberger.com/product/image/large/7350408_1.jpg,        https://shop-vertical.teufelberger.com/product/image/large/7350408_7.jpg",
7350410,Teufelberger,"VRV Xstatic 11,7 mm, 70 m",VRVI,STATIČNE VRVI,,"Xstatic 11,7mm, rezana 70m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Opis vrvi Xstatic</title>
</head>
<body>

    <h1>Opis</h1>

    <p>
        Z vrvjo Xstatic je podjetje Teufelberger zasnovalo popolnoma statično vrv,
        posebej namenjeno plezanju s tehniko enojne vrvi (SRT).
        Posebna jedrno-plaščna (kernmantle) konstrukcija vrvi Xstatic zagotavlja
        visoko natezno trdnost ob minimalnem raztezku.
    </p>

    <p>
        Xstatic omogoča boljši nadzor pri gladkih in nadzorovanih spustih ter
        enostavno in tekoče spuščanje vrvi, tudi pri uporabi več preusmeritev.
    </p>

    <p>
        S to vrvjo lahko svojo energijo in znanje usmerite tja, kamor sodita –
        v učinkovito nego dreves, brez skrbi glede plezanja.
        Xstatic je odlična izbira tako za dostopno vrv v SRT tehniki
        kot tudi za delovno pozicioniranje.
    </p>

    <p>
        Vrv je bila uspešno preizkušena v praksi z vso pogosto uporabljano opremo,
        s strani izkušenih arboristov po vsem svetu.
    </p>

</body>
</html>","209,84","https://shop-vertical.teufelberger.com/product/image/large/7350408_1.jpg,https://shop-vertical.teufelberger.com/product/image/large/7350408_1.jpg,https://shop-vertical.teufelberger.com/product/image/large/7350408_1.jpg,        https://shop-vertical.teufelberger.com/product/image/large/7350408_7.jpg",
